"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","FC","FC_round"
"BCL2A1","BCL2A1",0.382030897835639,-0.601587732130742,10.4304320572622,6.90941960481365e-25,6.36475814947924e-23,45.6402653692979,1.30317505883582,1.3
"SELL","SELL",0.381419285070906,-0.264109137908422,8.39495030375099,8.29373175170486e-17,3.4472929740318e-15,27.3624214465191,1.3026227109351,1.3
"HCP5","HCP5",0.375612537841996,0.313064670201812,11.1362455051452,4.74081819264173e-28,6.46331546930155e-26,52.8153055305877,1.29739028223966,1.3
"HCK","HCK",0.374154996537192,-0.367540363757299,11.8006077518813,3.41077781753147e-31,6.45837096004801e-29,59.9501490639853,1.29608020286524,1.3
"GNG11","GNG11",0.37373539696643,1.39837419950173,10.2629204988718,3.65866264588153e-24,3.19742098753322e-22,43.9996098809899,1.29570330019111,1.3
"CPA3","CPA3",0.371049981060716,-0.355384360946239,7.96110875789836,2.72396740281327e-15,1.00550782287963e-13,23.9431539108259,1.29329373627874,1.29
"IGSF6","IGSF6",0.368332445287608,-0.523185150142591,9.63225160131745,1.5658243251661e-21,1.0069530644543e-19,38.0397869312118,1.29085991356804,1.29
"CD8A","CD8A",0.368092567918737,-0.327427897456682,8.41914179781165,6.79256752177054e-17,2.88190883444414e-15,27.5580921665891,1.29064529971712,1.29
"ANXA2","ANXA2",0.3677140471539,1.9443562226292,7.98008221366828,2.34648948476773e-15,8.72467453881821e-14,24.0891210302653,1.29030671675329,1.29
"ITGAL","ITGAL",0.366644556055205,-0.574529654351468,12.6209069532869,2.72844218728639e-35,8.71822542656356e-33,69.2580357669851,1.28935054782029,1.29
"PMP22","PMP22",0.366294900193157,0.6852955961544,7.76977682925579,1.20393546852237e-14,4.07623846544413e-13,22.4895265722737,1.28903809485081,1.29
"ITGB2","ITGB2",0.365421010622948,0.190179376718461,8.83614916618754,2.00280389685088e-18,9.94110186665061e-17,31.0136204123451,1.28825751696643,1.29
