"","Row","d.value","stdev","rawp","q.value","R.fold","logFC","FC_round"
"CBX7",5123,8.09282322007039,0.0305477000153291,0,0,1.18691542354147,0.2472171360038,1.19
"SLC39A4",6120,5.34733805457702,0.0461724504658802,0,0,1.186654296615,0.246899701449274,1.19
"GRB14",6975,4.87354030489737,0.0506577309953625,1.9559902200489e-06,7.50455445723816e-06,1.18664014292666,0.246882493760548,1.19
"TRIM2",1997,5.35483470473419,0.0457956269918914,0,0,1.18528008537613,0.245228012741242,1.19
"CRYM",3712,2.91467506183619,0.0840425261157119,0.00383374083129584,0.00664188340328898,1.18505716600133,0.244956655003182,1.19
"SEMA3G",5519,5.75099675657514,0.042461422770749,0,0,1.18443210750247,0.244195504634143,1.18
"ABHD6",9022,5.07047565091998,0.0480664496764099,1.9559902200489e-06,7.50455445723816e-06,1.18404159454125,0.243719762710407,1.18
"DEXI",2383,7.09138736884054,0.0343333402743796,0,0,1.18383746159254,0.243471015551839,1.18
"GJB1",8007,4.90132245474412,0.0496719324415062,1.9559902200489e-06,7.50455445723816e-06,1.18382691094567,0.243458157846088,1.18
"MPC1",1505,5.1088873813234,0.0475827756943712,9.7799511002445e-07,4.79201866926915e-06,1.18352898807575,0.243095042313312,1.18
"NDRG2",3409,6.05581676150081,0.0400254101684014,0,0,1.18294791199111,0.24238654978375,1.18
"DZIP1",7088,7.43145709409842,0.0324978977817966,0,0,1.18222671999226,0.241506733013818,1.18
"CHODL",6942,5.28302240376721,0.045675308168052,0,0,1.18206033547387,0.24130367635079,1.18
"DIP2C",6451,6.01333476974209,0.0401116670439545,0,0,1.18197939199353,0.241204882107729,1.18
